epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,186.926,0.87004,0.48241,0.95801,0.99828,1,0.995,0.72682,0.96355,0.45281,0.99676,0.000416,0.000416,0.000416
82,189.143,0.83052,0.45638,0.95675,0.99842,1,0.995,0.74698,0.93316,0.44136,0.98526,0.0003962,0.0003962,0.0003962
83,191.364,0.89558,0.47613,0.97559,0.99884,1,0.995,0.73035,0.9439,0.43602,0.98436,0.0003764,0.0003764,0.0003764
84,193.602,0.85522,0.46503,0.97633,0.99864,1,0.995,0.76667,0.88469,0.43132,0.96632,0.0003566,0.0003566,0.0003566
85,195.812,0.85465,0.4508,0.98001,0.99891,1,0.995,0.76425,0.88973,0.42462,0.95894,0.0003368,0.0003368,0.0003368
86,198.032,0.83635,0.46104,0.97244,0.999,1,0.995,0.74968,0.95734,0.43397,0.9783,0.000317,0.000317,0.000317
87,200.258,0.82775,0.44932,0.95495,0.99906,1,0.995,0.75231,0.91743,0.4088,0.97343,0.0002972,0.0002972,0.0002972
88,202.506,0.8454,0.46322,0.96581,0.99846,1,0.995,0.74214,0.94602,0.42102,0.99824,0.0002774,0.0002774,0.0002774
89,204.778,0.82895,0.44968,0.97103,0.99867,1,0.995,0.76157,0.88637,0.41291,0.97279,0.0002576,0.0002576,0.0002576
90,207.012,0.84274,0.45771,0.96746,0.99889,1,0.995,0.74817,0.91281,0.41536,0.9725,0.0002378,0.0002378,0.0002378
91,219.737,0.7771,0.45508,0.90703,0.99868,1,0.995,0.7456,0.91258,0.42274,0.97006,0.000218,0.000218,0.000218
92,221.96,0.74955,0.43216,0.91947,0.99864,1,0.995,0.74494,0.91614,0.41809,0.98157,0.0001982,0.0001982,0.0001982
93,224.166,0.73536,0.41094,0.91646,0.99883,1,0.995,0.74505,0.92435,0.41245,0.9879,0.0001784,0.0001784,0.0001784
94,226.377,0.74522,0.41076,0.90822,0.99874,1,0.995,0.75416,0.90798,0.41419,0.97508,0.0001586,0.0001586,0.0001586
95,228.611,0.73447,0.40421,0.91671,0.99877,1,0.995,0.75956,0.90317,0.41405,0.98222,0.0001388,0.0001388,0.0001388
96,230.844,0.74766,0.40606,0.90715,0.99887,1,0.995,0.75645,0.91588,0.42468,0.99422,0.000119,0.000119,0.000119
97,233.039,0.74829,0.40471,0.89987,0.99877,1,0.995,0.75448,0.91679,0.4165,0.98303,9.92e-05,9.92e-05,9.92e-05
98,235.234,0.69139,0.39517,0.90227,0.99881,1,0.995,0.76819,0.89838,0.40824,0.97675,7.94e-05,7.94e-05,7.94e-05
99,237.469,0.70275,0.39384,0.91082,0.99892,1,0.995,0.75492,0.9033,0.40777,0.98106,5.96e-05,5.96e-05,5.96e-05
100,239.726,0.71754,0.39943,0.91133,0.9989,1,0.995,0.754,0.9061,0.4079,0.98435,3.98e-05,3.98e-05,3.98e-05
