epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,84797.2,0.52272,0.25996,0.89769,0.98896,0.99077,0.99441,0.90038,0.51373,0.20594,0.88634,0.00252,0.00252,0.00252
189,85232.1,0.52142,0.2592,0.89758,0.98902,0.99038,0.99441,0.9,0.51386,0.20618,0.88604,0.00248,0.00248,0.00248
190,85774.6,0.52011,0.25815,0.89638,0.99225,0.98702,0.99441,0.90084,0.513,0.20579,0.8861,0.00244,0.00244,0.00244
191,86466.7,0.50359,0.24567,0.88789,0.98943,0.99038,0.99441,0.90005,0.51303,0.20565,0.88588,0.0024,0.0024,0.0024
192,87133.2,0.50392,0.24495,0.88846,0.98937,0.99038,0.99442,0.9008,0.5126,0.20541,0.88556,0.00236,0.00236,0.00236
193,87722.6,0.50279,0.24528,0.88728,0.98991,0.99087,0.99457,0.90072,0.51197,0.20547,0.88545,0.00232,0.00232,0.00232
194,88212.3,0.5003,0.24468,0.88779,0.99027,0.99087,0.99458,0.90154,0.51118,0.20514,0.88535,0.00228,0.00228,0.00228
195,88719,0.49836,0.24202,0.88905,0.9894,0.99038,0.99443,0.90237,0.51084,0.20489,0.88518,0.00224,0.00224,0.00224
196,89210.2,0.49895,0.24057,0.88596,0.98941,0.99038,0.99442,0.90227,0.5106,0.20482,0.88515,0.0022,0.0022,0.0022
197,89827.8,0.49771,0.24117,0.88667,0.98849,0.99092,0.99443,0.90255,0.51079,0.2046,0.88508,0.00216,0.00216,0.00216
198,90291.2,0.49828,0.24135,0.8867,0.98897,0.9914,0.99442,0.90305,0.51029,0.20434,0.88479,0.00212,0.00212,0.00212
199,90731,0.49711,0.24048,0.88475,0.98945,0.99231,0.99457,0.90322,0.50988,0.20369,0.88445,0.00208,0.00208,0.00208
200,91186.8,0.49722,0.2395,0.88377,0.98945,0.99219,0.99457,0.902,0.50967,0.20337,0.88423,0.00204,0.00204,0.00204
