epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,491.113,0,0.01023,0,0,0,0,0,nan,nan,nan,0.0007922,0.0007922,0.0007922
63,498.834,0,0.00993,0,0,0,0,0,nan,nan,nan,0.0007724,0.0007724,0.0007724
64,506.551,0,0.00963,0,0,0,0,0,nan,nan,nan,0.0007526,0.0007526,0.0007526
65,514.317,0,0.00938,0,0,0,0,0,nan,nan,nan,0.0007328,0.0007328,0.0007328
66,522.06,0,0.0092,0,0,0,0,0,nan,nan,nan,0.000713,0.000713,0.000713
67,529.885,0,0.0091,0,0,0,0,0,nan,nan,nan,0.0006932,0.0006932,0.0006932
68,537.714,0,0.00899,0,0,0,0,0,nan,nan,nan,0.0006734,0.0006734,0.0006734
69,545.513,0,0.00888,0,0,0,0,0,nan,nan,nan,0.0006536,0.0006536,0.0006536
70,553.249,0,0.00878,0,0,0,0,0,nan,nan,nan,0.0006338,0.0006338,0.0006338
71,560.989,0,0.00869,0,0,0,0,0,nan,nan,nan,0.000614,0.000614,0.000614
72,568.673,0,0.00861,0,0,0,0,0,nan,nan,nan,0.0005942,0.0005942,0.0005942
73,576.413,0,0.0085,0,0,0,0,0,nan,nan,nan,0.0005744,0.0005744,0.0005744
74,584.242,0,0.00844,0,0,0,0,0,nan,nan,nan,0.0005546,0.0005546,0.0005546
75,591.962,0,0.00834,0,0,0,0,0,nan,nan,nan,0.0005348,0.0005348,0.0005348
76,599.714,0,0.00819,0,0,0,0,0,nan,nan,nan,0.000515,0.000515,0.000515
77,607.523,0,0.00814,0,0,0,0,0,nan,nan,nan,0.0004952,0.0004952,0.0004952
78,615.237,0,0.00808,0,0,0,0,0,nan,nan,nan,0.0004754,0.0004754,0.0004754
79,623.045,0,0.00798,0,0,0,0,0,nan,nan,nan,0.0004556,0.0004556,0.0004556
80,630.961,0,0.00791,0,0,0,0,0,nan,nan,nan,0.0004358,0.0004358,0.0004358
81,638.92,0,0.00796,0,0,0,0,0,nan,nan,nan,0.000416,0.000416,0.000416
82,646.763,0,0.00781,0,0,0,0,0,nan,nan,nan,0.0003962,0.0003962,0.0003962
