epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,204.991,0,0,0,0,0,0,0,5.61425,8.11877,3.62076,0.0016436,0.0016436,0.0016436
29,212.176,0,0,0,0,0,0,0,5.57958,8.10292,3.36781,0.0016304,0.0016304,0.0016304
30,219.422,0,0,0,0,0,0,0,5.57184,8.13238,3.36687,0.0016172,0.0016172,0.0016172
31,226.692,0,0,0,0,0,0,0,5.62677,8.1413,3.42937,0.001604,0.001604,0.001604
32,233.885,0,0,0,0,0,0,0,5.60816,8.17292,3.386,0.0015908,0.0015908,0.0015908
33,241.117,0,0,0,0,0,0,0,5.58672,8.2077,3.36033,0.0015776,0.0015776,0.0015776
34,248.364,0,0,0,0,0,0,0,5.6028,8.23893,3.38518,0.0015644,0.0015644,0.0015644
35,255.655,0,0,0,0,0,0,0,5.40655,8.3527,4.2674,0.0015512,0.0015512,0.0015512
36,263.011,0,0,0,0,0,0,0,5.35921,8.27604,4.35438,0.001538,0.001538,0.001538
37,270.306,0,0,0,0,0,0,0,5.45101,8.39174,4.24291,0.0015248,0.0015248,0.0015248
38,277.544,0,0,0,0,0,0,0,5.60196,8.36032,3.38961,0.0015116,0.0015116,0.0015116
39,284.84,0,0,0,0,0,0,0,5.63855,8.34398,3.4218,0.0014984,0.0014984,0.0014984
40,292.159,0,0,0,0,0,0,0,5.64975,8.35769,3.43136,0.0014852,0.0014852,0.0014852
41,299.335,0,0,0,0,0,0,0,5.63679,8.3729,3.44256,0.001472,0.001472,0.001472
42,306.527,0,nan,0,0,0,0,0,nan,nan,nan,0.0014588,0.0014588,0.0014588
43,313.638,0,nan,0,0,0,0,0,nan,nan,nan,0.0014456,0.0014456,0.0014456
44,320.867,0,nan,0,0,0,0,0,nan,nan,nan,0.0014324,0.0014324,0.0014324
45,328.009,0,nan,0,0,0,0,0,nan,nan,nan,0.0014192,0.0014192,0.0014192
46,335.228,0,nan,0,0,0,0,0,nan,nan,nan,0.001406,0.001406,0.001406
47,342.373,0,nan,0,0,0,0,0,nan,nan,nan,0.0013928,0.0013928,0.0013928
48,349.543,0,nan,0,0,0,0,0,nan,nan,nan,0.0013796,0.0013796,0.0013796
49,356.7,0,nan,0,0,0,0,0,nan,nan,nan,0.0013664,0.0013664,0.0013664
50,363.931,0,nan,0,0,0,0,0,nan,nan,nan,0.0013532,0.0013532,0.0013532
51,371.078,0,nan,0,0,0,0,0,nan,nan,nan,0.00134,0.00134,0.00134
52,378.307,0,nan,0,0,0,0,0,nan,nan,nan,0.0013268,0.0013268,0.0013268
53,385.515,0,nan,0,0,0,0,0,nan,nan,nan,0.0013136,0.0013136,0.0013136
54,392.708,0,nan,0,0,0,0,0,nan,nan,nan,0.0013004,0.0013004,0.0013004
55,399.884,0,nan,0,0,0,0,0,nan,nan,nan,0.0012872,0.0012872,0.0012872
56,407.062,0,nan,0,0,0,0,0,nan,nan,nan,0.001274,0.001274,0.001274
57,414.216,0,nan,0,0,0,0,0,nan,nan,nan,0.0012608,0.0012608,0.0012608
58,421.448,0,nan,0,0,0,0,0,nan,nan,nan,0.0012476,0.0012476,0.0012476
59,428.682,0,nan,0,0,0,0,0,nan,nan,nan,0.0012344,0.0012344,0.0012344
60,435.875,0,nan,0,0,0,0,0,nan,nan,nan,0.0012212,0.0012212,0.0012212
61,443.048,0,nan,0,0,0,0,0,nan,nan,nan,0.001208,0.001208,0.001208
62,450.235,0,nan,0,0,0,0,0,nan,nan,nan,0.0011948,0.0011948,0.0011948
63,457.431,0,nan,0,0,0,0,0,nan,nan,nan,0.0011816,0.0011816,0.0011816
64,464.609,0,nan,0,0,0,0,0,nan,nan,nan,0.0011684,0.0011684,0.0011684
65,471.81,0,nan,0,0,0,0,0,nan,nan,nan,0.0011552,0.0011552,0.0011552
66,479.019,0,nan,0,0,0,0,0,nan,nan,nan,0.001142,0.001142,0.001142
67,486.152,0,nan,0,0,0,0,0,nan,nan,nan,0.0011288,0.0011288,0.0011288
68,493.262,0,nan,0,0,0,0,0,nan,nan,nan,0.0011156,0.0011156,0.0011156
69,500.438,0,nan,0,0,0,0,0,nan,nan,nan,0.0011024,0.0011024,0.0011024
70,507.548,0,nan,0,0,0,0,0,nan,nan,nan,0.0010892,0.0010892,0.0010892
71,514.633,0,nan,0,0,0,0,0,nan,nan,nan,0.001076,0.001076,0.001076
72,521.818,0,nan,0,0,0,0,0,nan,nan,nan,0.0010628,0.0010628,0.0010628
73,528.907,0,nan,0,0,0,0,0,nan,nan,nan,0.0010496,0.0010496,0.0010496
74,535.985,0,nan,0,0,0,0,0,nan,nan,nan,0.0010364,0.0010364,0.0010364
75,543.052,0,nan,0,0,0,0,0,nan,nan,nan,0.0010232,0.0010232,0.0010232
76,550.196,0,nan,0,0,0,0,0,nan,nan,nan,0.00101,0.00101,0.00101
77,557.364,0,nan,0,0,0,0,0,nan,nan,nan,0.0009968,0.0009968,0.0009968
78,564.606,0,nan,0,0,0,0,0,nan,nan,nan,0.0009836,0.0009836,0.0009836
79,571.719,0,nan,0,0,0,0,0,nan,nan,nan,0.0009704,0.0009704,0.0009704
80,578.812,0,nan,0,0,0,0,0,nan,nan,nan,0.0009572,0.0009572,0.0009572
81,585.971,0,nan,0,0,0,0,0,nan,nan,nan,0.000944,0.000944,0.000944
82,593.035,0,nan,0,0,0,0,0,nan,nan,nan,0.0009308,0.0009308,0.0009308
83,600.151,0,nan,0,0,0,0,0,nan,nan,nan,0.0009176,0.0009176,0.0009176
84,607.282,0,nan,0,0,0,0,0,nan,nan,nan,0.0009044,0.0009044,0.0009044
85,614.412,0,nan,0,0,0,0,0,nan,nan,nan,0.0008912,0.0008912,0.0008912
86,621.586,0,nan,0,0,0,0,0,nan,nan,nan,0.000878,0.000878,0.000878
87,628.766,0,nan,0,0,0,0,0,nan,nan,nan,0.0008648,0.0008648,0.0008648
88,635.954,0,nan,0,0,0,0,0,nan,nan,nan,0.0008516,0.0008516,0.0008516
89,643.114,0,nan,0,0,0,0,0,nan,nan,nan,0.0008384,0.0008384,0.0008384
90,650.355,0,nan,0,0,0,0,0,nan,nan,nan,0.0008252,0.0008252,0.0008252
91,657.522,0,nan,0,0,0,0,0,nan,nan,nan,0.000812,0.000812,0.000812
92,664.646,0,nan,0,0,0,0,0,nan,nan,nan,0.0007988,0.0007988,0.0007988
93,671.766,0,nan,0,0,0,0,0,nan,nan,nan,0.0007856,0.0007856,0.0007856
94,678.869,0,nan,0,0,0,0,0,nan,nan,nan,0.0007724,0.0007724,0.0007724
95,685.963,0,nan,0,0,0,0,0,nan,nan,nan,0.0007592,0.0007592,0.0007592
96,693.161,0,nan,0,0,0,0,0,nan,nan,nan,0.000746,0.000746,0.000746
97,700.279,0,nan,0,0,0,0,0,nan,nan,nan,0.0007328,0.0007328,0.0007328
98,707.353,0,nan,0,0,0,0,0,nan,nan,nan,0.0007196,0.0007196,0.0007196
99,714.551,0,nan,0,0,0,0,0,nan,nan,nan,0.0007064,0.0007064,0.0007064
100,721.731,0,nan,0,0,0,0,0,nan,nan,nan,0.0006932,0.0006932,0.0006932
101,728.84,0,nan,0,0,0,0,0,nan,nan,nan,0.00068,0.00068,0.00068
102,736.067,0,nan,0,0,0,0,0,nan,nan,nan,0.0006668,0.0006668,0.0006668
103,743.252,0,nan,0,0,0,0,0,nan,nan,nan,0.0006536,0.0006536,0.0006536
104,750.45,0,nan,0,0,0,0,0,nan,nan,nan,0.0006404,0.0006404,0.0006404
