epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,96.6358,0.84624,0.73727,1.00754,0.99412,0.93333,0.99125,0.75022,0.88373,0.62648,0.8959,0.0005744,0.0005744,0.0005744
74,98.0576,0.8102,0.7394,0.93854,0.99359,0.93333,0.99125,0.75489,0.87609,0.61987,0.89226,0.0005546,0.0005546,0.0005546
75,99.4794,0.77294,0.73002,0.89923,0.99382,0.93333,0.99125,0.76013,0.87357,0.6239,0.88627,0.0005348,0.0005348,0.0005348
76,100.979,1.00713,0.88066,1.05828,0.99349,0.93333,0.99125,0.78522,0.87683,0.62643,0.88253,0.000515,0.000515,0.000515
77,102.405,0.7653,0.68895,0.90641,0.99382,0.93333,0.99125,0.76993,0.86313,0.60956,0.88191,0.0004952,0.0004952,0.0004952
78,103.841,0.73742,0.66916,0.95274,0.99388,0.93333,0.99125,0.76498,0.90365,0.60665,0.87919,0.0004754,0.0004754,0.0004754
79,105.282,0.89911,0.68577,1.0043,0.994,0.93333,0.99125,0.74593,0.93015,0.61018,0.88328,0.0004556,0.0004556,0.0004556
80,106.783,0.87696,0.72508,0.91489,1,0.99512,0.995,0.73511,0.9087,0.58306,0.88468,0.0004358,0.0004358,0.0004358
81,108.205,0.76947,0.63921,0.91588,1,0.99569,0.995,0.77277,0.8716,0.59484,0.87304,0.000416,0.000416,0.000416
82,109.63,0.99695,0.75315,0.95465,1,0.99657,0.995,0.78159,0.84426,0.58541,0.86657,0.0003962,0.0003962,0.0003962
83,111,0.93653,0.74065,0.97476,1,0.99683,0.995,0.7882,0.83638,0.57011,0.87222,0.0003764,0.0003764,0.0003764
84,112.421,0.6122,0.9933,0.75584,1,0.99822,0.995,0.79584,0.83748,0.56759,0.87785,0.0003566,0.0003566,0.0003566
85,113.764,0.83731,0.69348,0.92532,1,0.99809,0.995,0.80343,0.82582,0.57436,0.87591,0.0003368,0.0003368,0.0003368
86,115.157,0.59829,0.82794,0.72171,1,0.9988,0.995,0.782,0.80741,0.55874,0.87298,0.000317,0.000317,0.000317
87,116.565,0.79245,0.64239,0.92132,0.99996,1,0.995,0.7834,0.79226,0.54829,0.86905,0.0002972,0.0002972,0.0002972
88,118.046,0.74288,0.68353,0.88361,0.99929,1,0.995,0.77289,0.79627,0.53833,0.86549,0.0002774,0.0002774,0.0002774
89,119.466,0.71237,0.65188,0.91001,1,0.99987,0.995,0.77979,0.80874,0.55043,0.86954,0.0002576,0.0002576,0.0002576
90,120.873,0.7716,0.64748,0.89203,1,0.99888,0.995,0.78228,0.80994,0.55826,0.87206,0.0002378,0.0002378,0.0002378
91,133.27,0.52789,1.16773,0.69044,1,0.99964,0.995,0.77622,0.83059,0.56106,0.87729,0.000218,0.000218,0.000218
92,134.756,0.67144,0.66117,0.89357,0.99697,1,0.995,0.76912,0.8548,0.55847,0.88566,0.0001982,0.0001982,0.0001982
93,136.178,0.73268,0.65698,0.90836,0.99561,1,0.995,0.78391,0.86077,0.55767,0.88697,0.0001784,0.0001784,0.0001784
94,137.642,0.68291,0.6661,0.82342,0.99499,1,0.995,0.78488,0.85631,0.55173,0.8839,0.0001586,0.0001586,0.0001586
95,139.079,0.72981,0.66633,0.85214,0.99482,1,0.995,0.78488,0.85757,0.55077,0.88341,0.0001388,0.0001388,0.0001388
96,140.561,0.78108,0.71582,0.8742,0.9953,1,0.995,0.79121,0.85729,0.55362,0.88186,0.000119,0.000119,0.000119
97,141.957,0.68255,0.69347,0.84305,0.99557,1,0.995,0.79426,0.84998,0.55745,0.88132,9.92e-05,9.92e-05,9.92e-05
98,143.413,0.6895,0.76579,0.89091,0.99575,1,0.995,0.78268,0.8512,0.55074,0.88029,7.94e-05,7.94e-05,7.94e-05
99,144.854,0.71364,0.6856,0.85433,0.99578,1,0.995,0.78712,0.84748,0.54742,0.87878,5.96e-05,5.96e-05,5.96e-05
100,146.341,0.68291,0.6469,0.89543,0.99578,1,0.995,0.78628,0.84566,0.54426,0.87798,3.98e-05,3.98e-05,3.98e-05
